language,sent_id,N,L,d_real,d_min,d_rand,omega
Hindi,n03005025,30,29,4.3977,1.9333,5.7101,0.3475
Hindi,n03006003,18,17,3.0654,1.8889,4.2234,0.4961
Hindi,n03006008,18,17,3.0719,1.8889,4.2891,0.5071
Hindi,n03006016,13,12,3.0,1.8462,3.5065,0.3051
Hindi,n03006028,41,40,3.7732,1.9512,6.884,0.6306
Hindi,n03006034,21,20,3.1714,1.9048,4.6388,0.5367
Hindi,n03007003,20,19,3.6947,1.9,4.5013,0.3101
Hindi,n03007006,19,18,3.2749,1.8947,4.4539,0.4607
Hindi,n03007009,34,33,4.5829,1.9412,6.1641,0.3744
Hindi,n03007011,15,14,2.8571,1.8667,3.7913,0.4854
Hindi,n03008011,15,14,2.7429,1.8667,3.7951,0.5457
Hindi,n03009006,26,25,3.7169,1.9231,5.3014,0.469
Hindi,n03009011,23,22,3.5178,1.913,4.9129,0.4651
Hindi,n03010012,27,26,3.7379,1.9259,5.428,0.4826
Hindi,n03010019,7,6,2.1905,1.7143,2.3652,0.2685
Hindi,n04001002,35,34,4.0471,1.9429,6.2401,0.5103
Hindi,n04001013,25,24,3.6533,1.92,5.1194,0.4582
Hindi,n04002020,17,16,3.0735,1.8824,4.0491,0.4503
Hindi,n04002027,23,22,3.5257,1.913,4.9176,0.4633
Hindi,n04002029,12,11,2.7727,1.8333,3.3221,0.369
Hindi,n04003043,9,8,2.2778,1.7778,2.7417,0.4813
Hindi,n04005003,19,18,3.5205,1.8947,4.364,0.3416
Hindi,n04005016,23,22,3.4704,1.913,4.926,0.4831
Hindi,n04006003,12,11,2.9091,1.8333,3.3696,0.2998
Hindi,n04006004,22,21,3.1991,1.9091,4.7941,0.5528
Hindi,n04006010,12,11,2.8182,1.8333,3.2936,0.3256
Hindi,n04006014,34,33,3.9519,1.9412,6.1371,0.5208
Hindi,n04006016,31,30,4.2022,1.9355,5.8227,0.4169
Hindi,n04007002,25,24,3.56,1.92,5.1816,0.4972
Hindi,n04007015,28,27,4.1138,1.9286,5.4921,0.3868
Hindi,n04007018,18,17,3.3529,1.8889,4.2191,0.3717
Hindi,n04007023,5,4,1.8,1.6,1.884,0.2958
Hindi,n04008007,20,19,3.4526,1.9,4.4943,0.4015
Hindi,n04008016,19,18,2.9357,1.8947,4.4154,0.587
Hindi,n04009002,34,33,4.5811,1.9412,6.1829,0.3776
Hindi,n04009003,27,26,4.2621,1.9259,5.2554,0.2983
Hindi,n04010006,20,19,3.7368,1.9,4.4631,0.2833
Hindi,n04010016,30,29,3.5609,1.9333,5.7646,0.5752
Hindi,n04010017,19,18,3.0643,1.8947,4.4133,0.5356
Hindi,n04010021,23,22,4.0395,1.913,4.9715,0.3047
Hindi,n05001005,34,33,5.098,1.9412,6.2081,0.2601
Hindi,n05001008,13,12,2.9744,1.8462,3.4787,0.3089
Hindi,n05002004,37,36,3.6547,1.9459,6.4276,0.6187
Hindi,n05002015,11,10,2.3636,1.8182,3.1435,0.5884
Hindi,n05002017,25,24,4.3333,1.92,5.1468,0.2521
Hindi,n05002020,11,10,2.5455,1.8182,3.134,0.4473
Hindi,n05002023,15,14,2.7048,1.8667,3.7486,0.5547
Hindi,n05003006,16,15,3.2667,1.875,3.9613,0.3329
Hindi,n05003010,15,14,3.2762,1.8667,3.8092,0.2744
Hindi,n05003019,24,23,3.3696,1.9167,5.009,0.5302
Hindi,n05003022,12,11,2.5303,1.8333,3.3241,0.5325
Hindi,n05004020,19,18,3.0877,1.8947,4.3965,0.5231
Hindi,n05004025,15,14,3.0667,1.8667,3.783,0.3738
Hindi,n05005002,24,23,3.5362,1.9167,5.027,0.4793
Hindi,n05005016,25,24,3.52,1.92,5.1899,0.5107
Hindi,n05006002,22,21,3.8268,1.9091,4.8057,0.3379
Hindi,n05006013,42,41,4.3008,1.9524,6.9407,0.5292
Hindi,n05007006,16,15,3.15,1.875,3.9512,0.3859
Hindi,n05007014,35,34,3.9092,1.9429,6.1921,0.5372
Hindi,n05007025,24,23,3.5109,1.9167,5.0691,0.4943
Hindi,n05008012,16,15,2.9,1.875,3.9301,0.5012
Hindi,n05008018,33,32,4.1402,1.9394,6.0406,0.4634
Hindi,n05009025,27,26,3.6068,1.9259,5.4499,0.523
Hindi,n05009030,18,17,2.8497,1.8889,4.2956,0.6008
Hindi,n05010004,24,23,3.5109,1.9167,5.0062,0.484
Hindi,w02001041,34,33,4.1212,1.9412,6.1712,0.4846
Hindi,w02001069,10,9,2.4667,1.8,2.9436,0.417
Hindi,w02002032,18,17,2.8824,1.8889,4.2439,0.5781
Hindi,w02002093,28,27,3.6429,1.9286,5.4781,0.517
Hindi,w02002120,30,29,3.9517,1.9333,5.7815,0.4755
Hindi,w02003037,30,29,3.2966,1.9333,5.6783,0.636
Hindi,w02003070,15,14,3.5429,1.8667,3.8333,0.1477
Hindi,w02004008,14,13,2.9341,1.8571,3.6429,0.3969
Hindi,w02004021,21,20,3.4095,1.9048,4.6844,0.4586
Hindi,w02004065,11,10,2.8,1.8182,3.1469,0.2611
Hindi,w02005026,22,21,3.8139,1.9091,4.7739,0.3351
Hindi,w02005027,16,15,3.475,1.875,3.9245,0.2193
Hindi,w02005028,22,21,3.9134,1.9091,4.7609,0.2972
Hindi,w02005029,12,11,2.6667,1.8333,3.3009,0.4322
Hindi,w02006036,14,13,2.8681,1.8571,3.6192,0.4262
Hindi,w02006081,23,22,3.2174,1.913,4.8997,0.5633
Hindi,w02007008,14,13,2.5824,1.8571,3.5985,0.5835
Hindi,w02007032,28,27,4.1561,1.9286,5.5051,0.3772
Hindi,w02007061,18,17,2.9216,1.8889,4.2437,0.5615
Hindi,w02007074,18,17,3.0523,1.8889,4.2444,0.5061
Hindi,w02008010,18,17,3.5752,1.8889,4.2791,0.2945
Hindi,w02008028,21,20,3.6095,1.9048,4.6439,0.3776
Hindi,w02008038,24,23,4.1884,1.9167,5.0471,0.2743
Hindi,w02008055,9,8,2.2222,1.7778,2.7672,0.5508
Hindi,w02008065,15,14,3.1048,1.8667,3.8123,0.3636
Hindi,w02009002,21,20,3.2762,1.9048,4.7,0.5094
Hindi,w02009025,33,32,4.3068,1.9394,6.1249,0.4344
Hindi,w02009087,23,22,3.17,1.913,4.8448,0.5713
Hindi,w02011012,16,15,3.1833,1.875,3.955,0.371
Hindi,w02011029,12,11,3.0152,1.8333,3.277,0.1814
Hindi,w02012042,13,12,3.0513,1.8462,3.5267,0.2829
Hindi,w02013015,12,11,2.7121,1.8333,3.2973,0.3997
Hindi,w02013033,19,18,3.4854,1.8947,4.404,0.3661
Hindi,w02013076,24,23,3.6196,1.9167,5.0644,0.459
Hindi,w02013093,23,22,3.4704,1.913,4.9505,0.4873
Hindi,w02014013,20,19,3.6105,1.9,4.4818,0.3375
Hindi,w02014030,24,23,3.4638,1.9167,5.0122,0.5002
Hindi,w02015084,18,17,3.0719,1.8889,4.284,0.5061
Hindi,w02015085,10,9,2.1111,1.8,2.9819,0.7368
Hindi,w02015086,18,17,2.9608,1.8889,4.2125,0.5387
Hindi,w02015087,9,8,2.2222,1.7778,2.7889,0.5604
Hindi,w02015088,10,9,2.3778,1.8,2.9591,0.5015
Hindi,w02016015,33,32,3.9659,1.9394,6.1543,0.5192
Hindi,w02016060,33,32,4.4432,1.9394,5.9902,0.3819
Hindi,w02017046,22,21,3.3853,1.9091,4.7411,0.4788
Hindi,w02017061,19,18,3.2982,1.8947,4.4423,0.4491
Hindi,w02018030,14,13,2.7692,1.8571,3.6392,0.4882
Hindi,w02019048,29,28,3.3498,1.931,5.5929,0.6126
Hindi,w02019077,7,6,1.9048,1.7143,2.3524,0.7015
Hindi,w02019085,28,27,3.627,1.9286,5.4733,0.5209
Hindi,w03001037,27,26,4.2507,1.9259,5.3476,0.3206
Hindi,w03001058,15,14,3.0667,1.8667,3.7888,0.3757
Hindi,w03002048,16,15,3.0417,1.875,3.9844,0.4469
Hindi,w03002055,27,26,4.5812,1.9259,5.3819,0.2317
Hindi,w03003023,37,36,3.9309,1.9459,6.372,0.5515
Hindi,w03003039,28,27,3.672,1.9286,5.5052,0.5126
Hindi,w03004037,17,16,3.3235,1.8824,4.0795,0.3441
Hindi,w03004107,19,18,3.0643,1.8947,4.4,0.5331
Hindi,w03005012,19,18,3.1345,1.8947,4.4322,0.5114
Hindi,w03005013,32,31,4.2016,1.9375,5.975,0.4392
Hindi,w03005014,16,15,3.275,1.875,3.9285,0.3182
Hindi,w03005015,44,43,5.1438,1.9545,7.09,0.379
Hindi,w03005016,24,23,4.1884,1.9167,5.0372,0.272
Hindi,w03006024,16,15,2.9333,1.875,3.972,0.4953
Hindi,w03007008,24,23,3.3007,1.9167,5.0769,0.562
Hindi,w03007039,26,25,4.0,1.9231,5.2618,0.3779
Hindi,w03008011,21,20,3.2571,1.9048,4.6645,0.51
Hindi,w03008029,32,31,3.9335,1.9375,5.9666,0.5046
Hindi,w03009029,31,30,3.4796,1.9355,5.8592,0.6065
Hindi,w03009044,21,20,3.5429,1.9048,4.6774,0.4092
Hindi,w03010096,19,18,3.0994,1.8947,4.3524,0.5098
Hindi,w03010097,25,24,3.52,1.92,5.2377,0.5177
Hindi,w03010098,29,28,3.6601,1.931,5.6897,0.54
Hindi,w03010099,27,26,3.9088,1.9259,5.3709,0.4244
Hindi,w03010100,25,24,3.56,1.92,5.1211,0.4877
Hindi,w04001027,35,34,4.6891,1.9429,6.2619,0.3642
Hindi,w04001037,16,15,3.0417,1.875,3.9454,0.4365
Hindi,w04001053,20,19,3.8053,1.9,4.5573,0.283
Hindi,w04002008,24,23,4.4855,1.9167,5.0237,0.1732
Hindi,w04002048,25,24,3.5733,1.92,5.1653,0.4906
Hindi,w04002055,39,38,3.9946,1.9487,6.7707,0.5757
Hindi,w04003025,23,22,3.5099,1.913,4.8834,0.4624
Hindi,w04003054,24,23,3.558,1.9167,5.0334,0.4734
Hindi,w04004005,22,21,3.4113,1.9091,4.7939,0.4793
Hindi,w04004045,19,18,3.3099,1.8947,4.3736,0.4291
Hindi,w04004051,25,24,4.0,1.92,5.1838,0.3627
Hindi,w04004059,24,23,3.5543,1.9167,4.9446,0.4591
Hindi,w04006023,25,24,3.4867,1.92,5.1526,0.5153
Hindi,w04006065,18,17,3.1961,1.8889,4.263,0.4494
Hindi,w04007006,25,24,3.54,1.92,5.1852,0.5039
Hindi,w04007021,36,35,4.2413,1.9444,6.3729,0.4813
Hindi,w04007037,28,27,3.5529,1.9286,5.4954,0.5446
Hindi,w04007049,51,50,4.4784,1.9608,7.7442,0.5647
Hindi,w04008006,26,25,3.3723,1.9231,5.2922,0.5699
Hindi,w04009042,44,43,4.0803,1.9545,7.0905,0.5861
Hindi,w04010027,23,22,3.6917,1.913,4.9178,0.4081
Hindi,w04010028,14,13,3.044,1.8571,3.5912,0.3156
Hindi,w04010029,31,30,4.0258,1.9355,5.945,0.4787
Hindi,w04010030,21,20,3.2857,1.9048,4.696,0.5052
Hindi,w04010031,33,32,4.7614,1.9394,6.0525,0.3139
Hindi,w05001026,25,24,3.6,1.92,5.2295,0.4924
Hindi,w05001036,16,15,2.7167,1.875,3.9393,0.5923
Hindi,w05001045,26,25,4.0954,1.9231,5.2328,0.3437
Hindi,w05002014,17,16,3.0588,1.8824,4.1033,0.4703
Hindi,w05002032,28,27,3.7143,1.9286,5.4937,0.4991
Hindi,w05003012,35,34,4.0807,1.9429,6.2625,0.5051
Hindi,w05003050,37,36,4.033,1.9459,6.4235,0.5339
Hindi,w05003119,21,20,3.9333,1.9048,4.7035,0.2752
Hindi,w05004031,33,32,4.3447,1.9394,5.9983,0.4074
Hindi,w05005083,31,30,3.4624,1.9355,5.8752,0.6124
Hindi,w05005084,14,13,3.0769,1.8571,3.6302,0.312
Hindi,w05005085,29,28,3.8719,1.931,5.6165,0.4734
Hindi,w05005086,14,13,3.4505,1.8571,3.6857,0.1286
Hindi,w05005087,18,17,3.0915,1.8889,4.2094,0.4818
Hindi,w05006024,29,28,4.6305,1.931,5.7138,0.2864
Hindi,w05006058,25,24,3.62,1.92,5.2286,0.4862
Hindi,w05007004,33,32,4.2689,1.9394,5.9835,0.424
Hindi,w05007080,30,29,4.1747,1.9333,5.7656,0.4151
Hindi,w05008107,23,22,3.4229,1.913,4.8961,0.4938
Hindi,w05009044,50,49,4.9624,1.96,7.701,0.477
Hindi,w05010023,42,41,5.6829,1.9524,6.8918,0.2447
Hindi,w05010024,26,25,3.9262,1.9231,5.2976,0.4064
Hindi,w05010025,24,23,3.3261,1.9167,5.0346,0.548
Hindi,w05010026,55,54,5.5798,1.9636,8.1994,0.4201
Hindi,w05010027,26,25,3.8,1.9231,5.2972,0.4437
Icelandic,n01001011,29,28,3.867,1.931,5.7037,0.4868
Icelandic,n01001013,15,14,3.5048,1.8667,3.8264,0.1641
Icelandic,n01002017,34,33,3.8859,1.9412,6.1909,0.5424
Icelandic,n01002032,30,29,4.3517,1.9333,5.7654,0.3689
Icelandic,n01002042,10,9,2.4,1.8,2.9557,0.4808
Icelandic,n01002058,17,16,2.7206,1.8824,4.1237,0.626
Icelandic,n01003007,12,11,2.5909,1.8333,3.302,0.4842
Icelandic,n01003010,28,27,4.2831,1.9286,5.4559,0.3325
Icelandic,n01003012,17,16,3.1176,1.8824,4.0721,0.4359
Icelandic,n01003013,8,7,2.2143,1.75,2.5646,0.4301
Icelandic,n01004009,22,21,3.8095,1.9091,4.8244,0.3481
Icelandic,n01004017,19,18,2.9474,1.8947,4.3782,0.5761
Icelandic,n01005023,16,15,3.45,1.875,3.9348,0.2353
Icelandic,n01005024,25,24,3.9133,1.92,5.2416,0.3999
Icelandic,n01005031,15,14,2.9143,1.8667,3.8051,0.4596
Icelandic,n01006011,13,12,2.5128,1.8462,3.4672,0.5887
Icelandic,n01007012,11,10,2.7273,1.8182,3.1435,0.314
Icelandic,n01008017,33,32,3.8144,1.9394,6.1111,0.5505
Icelandic,n01009027,17,16,2.5441,1.8824,4.0468,0.6943
Icelandic,n01009054,26,25,3.8092,1.9231,5.2265,0.429
Icelandic,n01010042,17,16,3.1765,1.8824,4.0699,0.4084
Icelandic,n01011004,15,14,3.0286,1.8667,3.796,0.3978
Icelandic,n01011011,34,33,4.3048,1.9412,6.109,0.4329
Icelandic,n01011017,19,18,3.0175,1.8947,4.4215,0.5556
Icelandic,n01012003,12,11,2.6667,1.8333,3.3115,0.4362
Icelandic,n01013005,16,15,2.7917,1.875,3.958,0.5599
Icelandic,n01014003,21,20,3.2952,1.9048,4.5874,0.4817
Icelandic,n01014012,22,21,3.9437,1.9091,4.8461,0.3073
Icelandic,n01015033,13,12,2.641,1.8462,3.4912,0.5168
Icelandic,n01015036,34,33,4.1961,1.9412,6.2806,0.4804
Icelandic,n01016014,21,20,3.2286,1.9048,4.6309,0.5144
Icelandic,n01016019,16,15,3.0,1.875,3.9221,0.4504
Icelandic,n01016032,15,14,3.4476,1.8667,3.787,0.1767
Icelandic,n01017005,25,24,4.3333,1.92,5.1558,0.2542
Icelandic,n01017008,24,23,3.7101,1.9167,4.9645,0.4116
Icelandic,n01017010,19,18,3.0877,1.8947,4.4312,0.5297
Icelandic,n01017013,17,16,3.1471,1.8824,4.081,0.4248
Icelandic,n01018024,7,6,1.9048,1.7143,2.3205,0.6858
Icelandic,n01018040,8,7,2.25,1.75,2.5632,0.3852
Icelandic,n01019004,11,10,2.4727,1.8182,3.094,0.487
Icelandic,n01019005,19,18,2.9357,1.8947,4.4046,0.5853
Icelandic,n01020004,7,6,1.7143,1.7143,2.3581,1.0
Icelandic,n01020017,17,16,3.3529,1.8824,4.0976,0.3362
Icelandic,n01020021,29,28,4.5813,1.931,5.5942,0.2765
Icelandic,n01021007,34,33,4.3476,1.9412,6.1882,0.4334
Icelandic,n01021011,27,26,3.9316,1.9259,5.4256,0.4269
Icelandic,n01021012,16,15,2.8417,1.875,3.9617,0.5368
Icelandic,n01022002,29,28,4.7143,1.931,5.6103,0.2435
Icelandic,n01022005,21,20,3.7619,1.9048,4.6202,0.3161
Icelandic,n01022010,31,30,4.7054,1.9355,5.7918,0.2817
Icelandic,n01022016,15,14,3.181,1.8667,3.8091,0.3234
Icelandic,n01022027,20,19,3.2737,1.9,4.474,0.4663
Icelandic,n01023020,11,10,2.5455,1.8182,3.1318,0.4464
Icelandic,n01023034,21,20,4.3333,1.9048,4.6676,0.121
Icelandic,n01023043,14,13,3.0659,1.8571,3.6384,0.3214
Icelandic,n01024010,30,29,4.3862,1.9333,5.7551,0.3582
Icelandic,n01024013,43,42,5.4419,1.9535,7.0616,0.3171
Icelandic,n01024016,13,12,3.6154,1.8462,3.5051,-0.0665
Icelandic,n01025025,22,21,3.4026,1.9091,4.783,0.4803
Icelandic,n01025040,17,16,3.0147,1.8824,4.0768,0.484
Icelandic,n01025045,14,13,2.4396,1.8571,3.6809,0.6807
Icelandic,n01026004,13,12,2.5385,1.8462,3.4451,0.567
Icelandic,n01026016,10,9,2.4889,1.8,2.9672,0.4098
Icelandic,n01027007,4,3,1.5,1.5,1.6283,1.0
Icelandic,n01027030,16,15,3.0417,1.875,3.9935,0.4493
Icelandic,n01027041,16,15,3.0667,1.875,3.9217,0.4178
Icelandic,n01027049,9,8,2.2222,1.7778,2.7669,0.5507
Icelandic,n01028022,24,23,3.7717,1.9167,5.0703,0.4118
Icelandic,n01029006,24,23,4.3225,1.9167,5.0357,0.2287
Icelandic,n01029007,12,11,2.4394,1.8333,3.3095,0.5894
Icelandic,n01029011,28,27,4.4021,1.9286,5.4775,0.303
Icelandic,n01029014,19,18,3.5673,1.8947,4.3876,0.3291
Icelandic,n01030005,27,26,3.1054,1.9259,5.4791,0.668
Icelandic,n01030006,20,19,3.1579,1.9,4.5739,0.5296
Icelandic,n01030008,25,24,3.5267,1.92,5.1258,0.4988
Icelandic,n01031005,10,9,2.4444,1.8,2.9467,0.438
Icelandic,n01031021,21,20,3.3714,1.9048,4.6149,0.4588
Icelandic,n01032032,13,12,2.5897,1.8462,3.4796,0.5448
Icelandic,n01033005,19,18,3.4386,1.8947,4.3484,0.3708
Icelandic,n01033012,17,16,3.5882,1.8824,4.0791,0.2235
Icelandic,n01033021,23,22,3.8735,1.913,4.8889,0.3412
Icelandic,n01033028,12,11,2.9848,1.8333,3.3219,0.2264
Icelandic,n01033031,22,21,3.9134,1.9091,4.771,0.2997
Icelandic,n01034033,38,37,4.7198,1.9474,6.6081,0.4052
Icelandic,n01034060,15,14,3.1429,1.8667,3.7656,0.328
Icelandic,n01035004,38,37,5.7198,1.9474,6.5529,0.1809
Icelandic,n01035013,26,25,3.8338,1.9231,5.2092,0.4185
Icelandic,n01035025,22,21,3.4372,1.9091,4.8123,0.4736
Icelandic,n01035030,25,24,3.82,1.92,5.2273,0.4255
Icelandic,n01036002,25,24,4.8267,1.92,5.0871,0.0822
Icelandic,n01036020,25,24,4.1333,1.92,5.1933,0.3238
Icelandic,n01036033,12,11,2.4697,1.8333,3.3299,0.5748
Icelandic,n01037020,32,31,4.5988,1.9375,5.9008,0.3285
Icelandic,n01038021,45,44,5.3172,1.9556,7.2289,0.3625
Icelandic,n01038025,25,24,3.48,1.92,5.1875,0.5226
Icelandic,n01039013,37,36,5.1772,1.9459,6.5678,0.3009
Icelandic,n01039018,14,13,2.5934,1.8571,3.6535,0.5901
Icelandic,n01039039,20,19,3.2579,1.9,4.4766,0.473
Icelandic,n01040028,32,31,4.0726,1.9375,5.9509,0.468
Icelandic,n01041006,21,20,3.5905,1.9048,4.6848,0.3936
Icelandic,n01041018,15,14,2.9333,1.8667,3.8077,0.4505
Icelandic,n01042004,34,33,4.8752,1.9412,6.1745,0.3069
Icelandic,n01042008,24,23,3.6413,1.9167,5.0824,0.4552
Icelandic,n01043005,36,35,4.2635,1.9444,6.3636,0.4752
Icelandic,n01043014,15,14,2.781,1.8667,3.7744,0.5207
Icelandic,n01043025,25,24,3.9067,1.92,5.2262,0.3991
Icelandic,n01043027,17,16,3.5588,1.8824,4.0282,0.2188
Icelandic,n01044004,29,28,4.1379,1.931,5.6508,0.4067
Icelandic,n01044009,22,21,3.2597,1.9091,4.7818,0.5298
Icelandic,n01045010,34,33,3.8289,1.9412,6.1565,0.5522
Icelandic,n01045035,25,24,4.0333,1.92,5.1498,0.3457
Icelandic,n01046003,11,10,2.2545,1.8182,3.1562,0.6739
Icelandic,n01046036,19,18,3.2515,1.8947,4.3982,0.4581
Icelandic,n01046057,19,18,3.5088,1.8947,4.3944,0.3543
Icelandic,n01047048,14,13,2.4286,1.8571,3.6347,0.6785
Icelandic,n01048008,40,39,5.3769,1.95,6.8282,0.2975
Icelandic,n01049022,38,37,4.9246,1.9474,6.5396,0.3517
Icelandic,n01049033,23,22,3.2806,1.913,4.8482,0.5341
Icelandic,n01050006,23,22,4.0711,1.913,4.9103,0.28
Icelandic,n01050009,6,5,1.6667,1.6667,2.1367,1.0
Icelandic,n01050014,23,22,3.5178,1.913,4.9803,0.4768
Icelandic,n01050019,10,9,2.2889,1.8,2.9562,0.5772
Icelandic,n01051004,40,39,4.6949,1.95,6.8108,0.4353
Icelandic,n01051006,14,13,2.8022,1.8571,3.6585,0.4754
Icelandic,n01051007,16,15,3.225,1.875,4.0133,0.3687
Icelandic,n01052004,6,5,1.8667,1.6667,2.1447,0.5816
Icelandic,n01052006,24,23,3.6159,1.9167,5.0373,0.4555
Icelandic,n01053008,17,16,2.9706,1.8824,4.0961,0.5084
Icelandic,n01053036,21,20,3.6762,1.9048,4.6726,0.36
Icelandic,n01053041,12,11,2.4545,1.8333,3.2572,0.5637
Icelandic,n01054011,20,19,3.2,1.9,4.4993,0.4999
Icelandic,n01054017,16,15,3.5167,1.875,4.0021,0.2282
Icelandic,n01055008,17,16,3.8088,1.8824,4.1213,0.1396
Icelandic,n01055038,27,26,3.5897,1.9259,5.4251,0.5245
Icelandic,n01055047,11,10,2.1455,1.8182,3.1436,0.7531
Icelandic,n01057014,17,16,3.2794,1.8824,4.1101,0.3729
Icelandic,n01057036,6,5,1.6667,1.6667,2.1193,1.0
Icelandic,n01058037,20,19,3.5,1.9,4.5254,0.3906
Icelandic,n01058052,30,29,4.2414,1.9333,5.7151,0.3897
Icelandic,n01058064,18,17,3.2484,1.8889,4.2558,0.4256
Icelandic,n01059008,17,16,3.4706,1.8824,4.047,0.2663
Icelandic,n01059019,20,19,3.7211,1.9,4.5921,0.3236
Icelandic,n01059025,29,28,4.2118,1.931,5.6443,0.3858
Icelandic,n01059054,21,20,3.2762,1.9048,4.6259,0.496
Icelandic,n01060069,44,43,4.8383,1.9545,7.2424,0.4546
Icelandic,n01061016,15,14,3.581,1.8667,3.787,0.1073
Icelandic,n01061023,25,24,3.7533,1.92,5.1657,0.4351
Icelandic,n01061041,19,18,3.5322,1.8947,4.424,0.3526
Icelandic,n01062035,9,8,2.2778,1.7778,2.7581,0.4899
Icelandic,n01062049,4,3,1.5,1.5,1.6267,1.0
Icelandic,n01063011,17,16,3.0882,1.8824,4.1317,0.4639
Icelandic,n01063043,24,23,3.5181,1.9167,5.0364,0.4867
Icelandic,n01063048,21,20,3.819,1.9048,4.6895,0.3126
Icelandic,n01063051,18,17,3.5752,1.8889,4.2467,0.2848
Icelandic,n01064009,11,10,2.7273,1.8182,3.1245,0.3041
Icelandic,n01064096,23,22,3.5731,1.913,4.9357,0.4508
Icelandic,n01064113,29,28,4.4483,1.931,5.6683,0.3264
Icelandic,n01065073,16,15,3.2333,1.875,3.9159,0.3344
Icelandic,n01066045,21,20,3.9143,1.9048,4.6395,0.2652
Icelandic,n01066068,15,14,3.219,1.8667,3.836,0.3133
Icelandic,n01066093,13,12,3.0,1.8462,3.4528,0.2818
Icelandic,n01067014,12,11,2.9091,1.8333,3.3094,0.2712
Icelandic,n01067023,23,22,3.5415,1.913,4.9343,0.461
Icelandic,n01068029,16,15,3.0,1.875,3.9591,0.4602
Icelandic,n01068038,13,12,3.2051,1.8462,3.4765,0.1665
Icelandic,n01069004,19,18,3.5789,1.8947,4.3813,0.3227
Icelandic,n01069006,25,24,3.8333,1.92,5.2353,0.4229
Icelandic,n01069014,14,13,3.0879,1.8571,3.6763,0.3234
Icelandic,n01069023,14,13,2.4505,1.8571,3.6415,0.6674
Icelandic,n01070016,9,8,2.3889,1.7778,2.7644,0.3806
Icelandic,n01070017,14,13,2.5934,1.8571,3.5957,0.5765
Icelandic,n01070020,5,4,1.6,1.6,1.875,1.0
Icelandic,n01071009,20,19,3.4684,1.9,4.4989,0.3965
Icelandic,n01072010,16,15,3.1,1.875,3.9555,0.4112
Icelandic,n01072012,7,6,2.0952,1.7143,2.3548,0.4052
Icelandic,n01072021,25,24,3.5533,1.92,5.1378,0.4924
Icelandic,n01073004,7,6,2.0,1.7143,2.3595,0.5572
Icelandic,n01073023,16,15,2.7833,1.875,3.9542,0.5631
Icelandic,n01074011,15,14,3.2,1.8667,3.7878,0.306
Icelandic,n01074015,17,16,3.0882,1.8824,4.0512,0.444
Icelandic,n01074020,12,11,2.5758,1.8333,3.307,0.4962
Icelandic,n01074026,16,15,2.9333,1.875,3.978,0.4968
Icelandic,n01074030,20,19,3.4421,1.9,4.4953,0.4058
Icelandic,n01075028,17,16,2.8529,1.8824,4.131,0.5684
Icelandic,n01075044,17,16,3.1324,1.8824,4.1427,0.447
Icelandic,n01076006,16,15,3.325,1.875,3.9308,0.2947
Icelandic,n01076017,25,24,3.7,1.92,5.1672,0.4518
Icelandic,n01076030,6,5,1.8667,1.6667,2.1163,0.5552
Icelandic,n01077018,7,6,2.1905,1.7143,2.3548,0.2565
Icelandic,n01077030,18,17,2.7843,1.8889,4.2479,0.6204
Icelandic,n01078025,17,16,3.6765,1.8824,4.1129,0.1956
Icelandic,n01079015,22,21,3.6623,1.9091,4.7476,0.3823
Icelandic,n01079065,23,22,3.6838,1.913,4.9566,0.4182
Icelandic,n01079069,18,17,3.3137,1.8889,4.2068,0.3853
Icelandic,n01080039,9,8,2.3889,1.7778,2.7272,0.3563
Icelandic,n01080042,22,21,3.71,1.9091,4.7743,0.3715
Icelandic,n01081022,31,30,4.4516,1.9355,5.9168,0.368
Icelandic,n01082014,26,25,3.3969,1.9231,5.2737,0.5601
Icelandic,n01083013,21,20,3.8952,1.9048,4.6093,0.264
Icelandic,n01083035,13,12,2.6667,1.8462,3.4788,0.4974
Icelandic,n01084008,17,16,3.0147,1.8824,4.1111,0.4919
Icelandic,n01084023,22,21,3.4199,1.9091,4.7568,0.4695
Icelandic,n01084036,15,14,2.9333,1.8667,3.8044,0.4495
Icelandic,n01084045,21,20,4.8952,1.9048,4.6559,-0.087
Icelandic,n01085006,20,19,3.1579,1.9,4.5367,0.5229
Icelandic,n01085008,13,12,3.0256,1.8462,3.484,0.2798
Icelandic,n01085011,12,11,2.5303,1.8333,3.3207,0.5314
Icelandic,n01086013,23,22,3.7233,1.913,4.89,0.3919
Icelandic,n01086016,15,14,2.9905,1.8667,3.8014,0.4191
Icelandic,n01086031,5,4,1.6,1.6,1.89,1.0
Icelandic,n01087005,16,15,2.85,1.875,3.967,0.5339
Icelandic,n01087018,14,13,2.6154,1.8571,3.6462,0.5762
Icelandic,n01087023,26,25,3.7815,1.9231,5.2689,0.4445
Icelandic,n01087035,8,7,2.0357,1.75,2.5823,0.6567
Icelandic,n01087039,16,15,3.0083,1.875,4.0177,0.4711
Icelandic,n01088026,20,19,3.5526,1.9,4.5179,0.3687
Icelandic,n01089007,12,11,2.7424,1.8333,3.2977,0.3792
Icelandic,n01089033,23,22,3.2885,1.913,4.8672,0.5344
Icelandic,n01090004,32,31,4.1855,1.9375,5.9165,0.435
Icelandic,n01090037,32,31,4.625,1.9375,5.9741,0.3342
Icelandic,n01091013,18,17,2.9281,1.8889,4.2455,0.559
Icelandic,n01091017,28,27,3.6799,1.9286,5.4892,0.5081
